0,1
lgjw7b. i voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8b. res agent said she'd reserve it for me,lgjw7b. I voluntarily rolled; 1st stage of travel was in the economy and was supposed to be 8b. The agent said she'd book me.
my partner and i booked individual reservations for same flight. i have pr. silver -- can he share my premier privileges somehow?,"my partner and I booked individual reservations for the same flight. I have money, can he share my prime minister privileges?"
sent dm's,I sent dm
line up,straight line
bought a round trip to chicago two days ago...today the same flight is half that! is there any way for me to get that discount??,"Two days ago, I bought a chicago tour. Today, the same flight is half! Is there a way for me to get this discount?"
stars and bars,stars and bars
in bogota with no wallet is no fun.,bogota without a wallet is not fun.
i will give it a couple more weeks. thank you.,I'll give him a few more weeks. Thank you.
happens every time in and out of newark.,happens every time in and out of newark.
will i make it with the delay?,Will I do it lately?
i'm on standby for my connecting flight. 1st on the list. nudgenudge i'm told there are four slots open. save it for me. please.,I'm waiting for my correspondence flight. First on the list. I was told there were four open slot machines. Save it for me. Please.
looking back - never heard from anyone - i had to call and frankly got standard sop - still think about it today,look back - never heard from anyone - I had to call and frankly got standard sop - always think about her today
i am on 1528 and my connecting flight is 909,I'm on 1528 and my connecting flight is 909
just got interrogated at the united club chicago.,We just questioned the club chicago uni.
can i access frankfurt arrival lounge when i'm flying global first class?,Can I access Frankfurt's arrival lounge when I fly to world class?
can i go,I can go.
i got an email from cust. care for an issue i had offering me a voucher. how do i claim that? i emailed back but got no reply. dm me,"I got an e-mail from the con. I was taking care of a number I offered a good one. How can I say that? I answered, but I didn't get an answer. dm me"
i would like to know if its possiable to checkin online or must it be done at schiphol?,I would like to know if his possiable to check online or should it be done in schiphol?
how do you go fr silver elite for two straight years to group 5 all the time? i get no group 2 but maybe 3 or 4? what's up?,How are you going to be a silver elite for two straight years for group five all the time? I don't have a group two but maybe three or four? What's up?
what delivery service do you use? i'd like to call them myself.,which delivery service do you use? I'd like to call them myself.
it's cool. i didn't need to go to work today. or get home to make sure my house is ok in the -30 wind chill.,That's cool. I didn't need to go to work today. or go home to make sure my house is in the cold of the wind.
please reroute oregon women's tennis to santa barbara. there's supposedly another connection from la.,please redirect the women's tennis from the oregon to the santa barbara. There's another connection to the.
online inchecking able in the netherlands (ams)?,online recording in netherlands (ams?)
"when will you have special promotions for flights departing newark, nj to st. john's, antigua?","When you have special deals for flights from newark, nj to st. john's, antigua?"
hi if a premium ec upgrade was paid for &amp; then a mileage bf upgrade done is the prem eco upgrade fare refunded?,hi if a premium ec upgrade has been paid for &amp; then a upgrade of mileage bf is the discounted eco upgrade price?
getting there. read your review on,I'm coming. read your review on
dm the conf to you - did you receive it?,dm the confused for you - did you receive it?
still waiting for a response on whether or not you allow use of a rear facing car seat on an erj145.,waiting for an answer on if you allow to use a rear car seat on a erj145.
does she need to complain on twitter for the refund or is it auto-applied?,Does she need to complain about twitter for refund or is it self-applied?
"no, i have a pricey chase mileage plus cc.","No, I've got a kilometre of hunting more cc."
i have 2d and 3d embossed badges and patches superior to the ones you are currently using.,I have badges and patches in relief 2d and 3d above those you currently use.
"death in the family cannot make flight tomorrow. phone rep quoted $440 per person fee, which is almost the cost of ticket. help?","Death in the family can't fly tomorrow. phone rep quoted $440 per person, which is almost the cost of the ticket. Help?"
i'm a ua 1k. i think it's who was looking for help,I'm a ua 1k. I think it's who was looking for help.
res 0167560070877 fsqthg thanks,res 0167560070877 fsqthg thank you
you really shouldn't use the word 'crashing.' just sayin'.,You shouldn't use the word crash. Say it. '
need assistance to change flight to get to an ailing parent.. have flight leaving tuesday need to change asap to sooner,need help to change the flight to a winging parent. having the flight leaving Tuesday need to change as soon as possible
you need to follow me i order for me to dm....,You have to follow me so I can call dm.
airlines is changing program march 1,airlines change program March 1
there is only one club at lax - in terminal 7 across from gate 71,there's only one lax club in terminal 7 in front of door 71
